Area;Transect;Plot_Dist;Slope;Aspect;Profile;TreeNum;Species;Status;DBH;Height;Age;Basal Area_m2
BLE;1;0;12;285;plan;2;PSME;Live;3.9;3.4;20;0.001
BLE;1;0;12;285;plan;1;PSME;Live;6;3.9;18;0.003
BLE;1;200;21;262;conv;1;PSME;Live;2.3;2.4;19;0.000
BLE;1;250;12;268;plan;1;PSME;Live;2.3;2.6;8;0.000
BLE;1;300;22;308;conv;1;PSME;Live;45.7;24.8;92;0.164
BLE;1;300;22;308;conv;2;PSME;Live;63.1;33.1;100;0.313
BLE;1;300;22;308;conv;3;PSME;Live;63.1;31.9;NA;0.313
BLE;1;350;26;296;plan;1;PSME;Live;10.3;8.7;64;0.008
BLE;1;350;26;296;plan;2;PSME;Live;59.7;30.7;102;0.280
BLE;1;350;26;296;plan;3;PSME;Live;57.2;30.7;NA;0.257
BLE;1;350;26;296;plan;4;PSME;Live;40.6;29;NA;0.129
BLE;1;350;26;296;plan;5;PSME;Live;25.4;31.2;NA;0.051
BLE;1;375;27;296;plan;5;PSME;Dead;26.4;17.3;NA;0.055
BLE;1;375;27;296;plan;4;PSME;Dead;3.8;4.2;NA;0.001
BLE;1;375;27;296;plan;2;PSME;Live;21.8;25.3;91;0.037
BLE;1;375;27;296;plan;1;PSME;Live;50.6;28.5;106;0.201
BLE;1;375;27;296;plan;3;PSME;Live;26.8;23.7;NA;0.056
BLE;1;375;27;296;plan;6;PSME;Live;46.5;26.8;NA;0.170
BLE;1;375;27;296;plan;7;PSME;Live;59.1;30.4;NA;0.274
BLE;1;400;30;296;plan;4;PSME;Dead;58.4;8.8;NA;0.268
BLE;1;400;30;296;plan;6;PSME;Dead;48.1;18.1;NA;0.182
BLE;1;400;30;296;plan;2;PSME;Live;19;14.3;95;0.028
BLE;1;400;30;296;plan;1;PSME;Live;60.5;34.3;114;0.287
BLE;1;400;30;296;plan;3;PSME;Live;29.1;20.5;NA;0.067
BLE;1;400;30;296;plan;5;PSME;Live;22.4;8;NA;0.039
BLE;1;400;30;296;plan;7;PSME;Live;9.4;9;NA;0.007
BLE;1;425;33;294;plan;3;PSME;Dead;22.7;13.2;NA;0.040
BLE;1;425;33;294;plan;2;PSME;Live;60.8;27.9;101;0.290
BLE;1;425;33;294;plan;1;PSME;Live;35;23.3;118;0.096
BLE;1;425;33;294;plan;4;PSME;Live;42.2;29.8;NA;0.140
BLE;1;425;33;294;plan;5;PSME;Live;32.8;18.3;NA;0.084
BLE;1;425;33;294;plan;6;PSME;Live;31;22.1;NA;0.075
BLE;1;450;34;282;plan;1;PSME;Live;13;9.1;77;0.013
BLE;1;450;34;282;plan;2;PSME;Live;60.8;28.9;109;0.290
BLE;1;450;34;282;plan;3;PSME;Live;29;20.4;NA;0.066
BLE;1;450;34;282;plan;4;PSME;Live;30.5;17.4;NA;0.073
BLE;1;475;29;285;conc;3;PSME;Dead;16.8;12.7;101;0.022
BLE;1;475;29;285;conc;1;PSME;Dead;21.4;18.3;NA;0.036
BLE;1;475;29;285;conc;8;PSME;Dead;29;19.8;NA;0.066
BLE;1;475;29;285;conc;9;PSME;Dead;18.6;15.1;NA;0.027
BLE;1;475;29;285;conc;2;PSME;Live;51.6;31;115;0.209
BLE;1;475;29;285;conc;4;PSME;Live;32;20.5;NA;0.080
BLE;1;475;29;285;conc;5;PSME;Live;59.1;30.1;NA;0.274
BLE;1;475;29;285;conc;6;PSME;Live;16.1;9.7;NA;0.020
BLE;1;475;29;285;conc;7;PSME;Live;53.2;22;NA;0.222
BLE;1;475;29;285;conc;10;PSME;Live;38.7;21.6;NA;0.118
BLE;1;500;35;282;plan;3;PSME;Dead;8.9;8.2;NA;0.006
BLE;1;500;35;282;plan;4;PSME;Dead;32.9;4.5;NA;0.085
BLE;1;500;35;282;plan;1;PSME;Live;16.2;15.5;52;0.021
BLE;1;500;35;282;plan;2;PSME;Live;44.1;27.8;115;0.153
BLE;1;500;35;282;plan;5;PSME;Live;39.5;23.2;NA;0.123
BLE;1;500;35;282;plan;6;PSME;Live;38.6;25.3;NA;0.117
BLE;1;500;35;282;plan;7;PSME;Live;57.6;26.3;NA;0.261
BLE;1;525;36;291;plan;1;PSME;Live;62.2;33.7;122;0.304
BLE;1;550;34;297;plan;2;PSME;Live;72.4;31;94;0.412
BLE;1;550;34;297;plan;1;PSME;Live;41.2;28.2;103;0.133
BLE;1;550;34;297;plan;3;PSME;Live;52.9;33.2;NA;0.220
BLE;1;550;34;297;plan;4;PSME;Live;50.2;28.6;NA;0.198
BLE;1;575;39;297;plan;3;PSME;Dead;49.6;26;NA;0.193
BLE;1;575;39;297;plan;4;PSME;Dead;53.4;24.7;NA;0.224
BLE;1;575;39;297;plan;5;PSME;Dead;24.8;20.2;NA;0.048
BLE;1;575;39;297;plan;2;PSME;Live;30.2;24.8;116;0.072
BLE;1;575;39;297;plan;1;PSME;Live;48.5;26.3;124;0.185
BLE;1;575;39;297;plan;6;PSME;Live;33.5;25.8;NA;0.088
BLE;1;600;36;297;plan;5;PSME;Dead;32.3;23.6;NA;0.082
BLE;1;600;36;297;plan;8;PSME;Dead;33.9;2.7;NA;0.090
BLE;1;600;36;297;plan;9;PSME;Dead;27;20;NA;0.057
BLE;1;600;36;297;plan;10;PSME;Dead;45.3;21;NA;0.161
BLE;1;600;36;297;plan;1;PSME;Live;27.1;25.4;109;0.058
BLE;1;600;36;297;plan;2;PSME;Live;49.5;34.2;115;0.192
BLE;1;600;36;297;plan;3;PSME;Live;22.7;22.3;NA;0.040
BLE;1;600;36;297;plan;4;PSME;Live;28.5;23.2;NA;0.064
BLE;1;600;36;297;plan;6;PSME;Live;38.7;24;NA;0.118
BLE;1;600;36;297;plan;7;PSME;Live;36.5;24.9;NA;0.105
BLE;1;600;36;297;plan;11;PSME;Live;41.9;23.4;NA;0.000
BLE;1;600;36;297;plan;12;PSME;Live;32.7;22.5;NA;0.084
BLE;1;600;36;297;plan;13;PSME;Live;41.7;25.9;NA;0.137
BLE;1;625;39;297;plan;1;PSME;Live;26.9;11.7;103;0.057
BLE;1;625;39;297;plan;2;PSME;Live;39.2;20;124;0.121
BLE;1;625;39;297;plan;3;PSME;Live;26.4;18.5;NA;0.055
BLE;2;250;22;252;conv;1;PSME;Live;69.6;30.3;89;0.380
BLE;2;275;20;262;both*;2;PSME;Live;16.4;8.5;87;0.021
BLE;2;275;20;262;both*;1;PSME;Live;74.2;30.5;102;0.432
BLE;2;275;20;262;both*;3;PSME;Live;30;25.3;NA;0.071
BLE;2;300;24;270;conc;3;PSME;Live;22.6;19.4;91;0.040
BLE;2;300;24;270;conc;1;PSME;Live;53.8;29.7;117;0.227
BLE;2;300;24;270;conc;2;PSME;Live;37.6;27.5;NA;0.111
BLE;2;325;22;282;conc;1;PSME;Live;47.9;30.1;101;0.180
BLE;2;350;28;298;conv;1;PSME;Live;58.7;29.8;96;0.271
BLE;2;350;28;298;conv;2;PSME;Live;34.6;22.1;101;0.094
BLE;2;350;28;298;conv;3;PSME;Live;48.1;31.9;NA;0.182
BLE;2;350;28;298;conv;4;PSME;Live;51.8;21.8;NA;0.211
BLE;2;375;33;286;plan;1;PSME;Dead;15.8;2.2;NA;0.020
BLE;2;400;32;306;conc;6;PSME;Dead;49.4;27.5;NA;0.192
BLE;2;400;32;306;conc;8;PSME;Dead;7.5;6.9;NA;0.004
BLE;2;400;32;306;conc;1;PSME;Live;9.1;14.9;50;0.007
BLE;2;400;32;306;conc;2;PSME;Live;53.7;33.9;121;0.226
BLE;2;400;32;306;conc;3;PSME;Live;49.6;32.8;NA;0.193
BLE;2;400;32;306;conc;4;PSME;Live;47.8;30.1;NA;0.179
BLE;2;400;32;306;conc;5;PSME;Live;20.6;9.4;NA;0.033
BLE;2;400;32;306;conc;7;PSME;Live;26.9;20.8;NA;0.057
BLE;2;400;32;306;conc;9;PSME;Live;12.7;7.6;NA;0.013
BLE;2;400;32;306;conc;10;PSME;Live;9.8;11.9;NA;0.008
BLE;2;425;34;306;conc;3;PSME;Dead;12.3;9.8;NA;0.012
BLE;2;425;34;306;conc;4;PSME;Dead;7.8;5.9;NA;0.005
BLE;2;425;34;306;conc;7;PSME;Dead;23.7;16.9;NA;0.044
BLE;2;425;34;306;conc;2;PSME;Live;30.9;16.8;99;0.075
BLE;2;425;34;306;conc;1;PSME;Live;57.9;28.6;137;0.263
BLE;2;425;34;306;conc;5;PSME;Live;52.5;28.7;NA;0.216
BLE;2;425;34;306;conc;6;PSME;Live;59.2;30;NA;0.275
BLE;2;450;30;306;plan;11;PSME;Dead;3.4;3.6;NA;0.001
BLE;2;450;30;306;plan;1;PSME;Live;9.7;6.7;88;0.007
BLE;2;450;30;306;plan;2;PSME;Live;53.2;28;106;0.222
BLE;2;450;30;306;plan;3;PSME;Live;6.9;8.6;NA;0.004
BLE;2;450;30;306;plan;4;PSME;Live;40.5;24.3;NA;0.129
BLE;2;450;30;306;plan;5;PSME;Live;13.1;12.1;NA;0.013
BLE;2;450;30;306;plan;6;PSME;Live;36.8;22.5;NA;0.106
BLE;2;450;30;306;plan;7;PSME;Live;26.7;16.6;NA;0.056
BLE;2;450;30;306;plan;8;PSME;Live;27.2;19.2;NA;0.058
BLE;2;450;30;306;plan;9;PSME;Live;27.2;21.2;NA;0.058
BLE;2;450;30;306;plan;10;PSME;Live;22.1;12.5;NA;0.038
BLE;2;450;30;306;plan;12;PSME;Live;39.5;22.6;NA;0.123
BLE;2;450;30;306;plan;13;PSME;Live;14.2;12.7;NA;0.016
BLE;2;450;30;306;plan;14;PSME;Live;36.5;23.8;NA;0.105
BLE;2;475;34;283;plan;4;PSME;Live;40.4;25;98;0.128
BLE;2;475;34;283;plan;1;PSME;Live;59.5;30.1;113;0.278
BLE;2;475;34;283;plan;2;PSME;Live;58;29.9;NA;0.264
BLE;2;475;34;283;plan;3;PSME;Live;42;26.3;NA;0.139
BLE;2;500;34;286;plan;5;PSME;Live;38.4;25.9;70;0.116
BLE;2;500;34;286;plan;1;PSME;Live;55.2;31.5;100;0.239
BLE;2;500;34;286;plan;2;PSME;Live;48.7;26.7;NA;0.186
BLE;2;500;34;286;plan;3;PSME;Live;53.9;29.5;NA;0.228
BLE;2;500;34;286;plan;4;PSME;Live;40.9;26.2;NA;0.131
BLE;2;550;33;286;plan;5;PSME;Dead;9.4;6.3;NA;0.007
BLE;2;550;33;286;plan;6;PSME;Dead;32.8;11.2;NA;0.084
BLE;2;550;33;286;plan;12;PSME;Live;20.6;18.6;67;0.033
BLE;2;550;33;286;plan;1;PSME;Live;49.4;27.6;120;0.192
BLE;2;550;33;286;plan;2;PSME;Live;32.2;19.8;NA;0.081
BLE;2;550;33;286;plan;3;PSME;Live;45.9;25.4;NA;0.165
BLE;2;550;33;286;plan;4;PSME;Live;49.2;26.7;NA;0.190
BLE;2;550;33;286;plan;7;PSME;Live;47.3;25.6;NA;0.176
BLE;2;550;33;286;plan;8;PSME;Live;19.3;15;NA;0.029
BLE;2;550;33;286;plan;9;PSME;Live;33.4;23.9;NA;0.088
BLE;2;550;33;286;plan;10;PSME;Live;5.6;3.2;NA;0.002
BLE;2;550;33;286;plan;11;PSME;Live;25.2;20.5;NA;0.050
BLE;2;550;33;286;plan;13;PSME;Live;27.4;20.4;NA;0.059
BLE;2;550;33;286;plan;14;PSME;Live;12.5;8.9;NA;0.012
BLE;2;600;35;286;plan;3;PSME;Live;54.6;31.6;103;0.234
BLE;2;600;35;286;plan;1;PSME;Live;46.5;26.6;NA;0.170
BLE;2;600;35;286;plan;2;PSME;Live;49.6;28;NA;0.193
BLE;2;600;35;286;plan;4;PSME;Live;44.3;26.5;NA;0.154
BLE;3;25;14;302;conv;1;PSME;Live;4.7;3.6;10;0.002
BLE;3;50;17;303;conv;2;PSME;Live;12;6;16;0.011
BLE;3;75;17;306;conc;2;PSME;Live;11.9;6.8;15;0.011
BLE;3;75;17;306;conc;1;PSME;Live;21;9.8;21;0.035
BLE;3;75;17;306;conc;3;PSME;Live;14.4;7.3;NA;0.016
BLE;3;125;19;301;plan;1;PSME;Live;5.9;4.3;13;0.003
BLE;3;125;19;301;plan;2;PSME;Live;10.9;5.7;12;0.009
BLE;3;150;18;298;conv;6;PSME;Live;6.4;4.7;14;0.003
BLE;3;150;18;298;conv;4;PSME;Live;16.8;9.1;NA;0.022
BLE;3;150;18;298;conv;1;PSME;Live;7.1;NA;NA;0.004
BLE;3;150;18;298;conv;2;PSME;Live;13.7;7.9;NA;0.015
BLE;3;150;18;298;conv;3;PSME;Live;5.9;3.8;NA;0.003
BLE;3;150;18;298;conv;5;PSME;Live;9.2;4.4;NA;0.007
BLE;3;175;19;296;plan;1;PSME;Dead;6.2;4;NA;0.003
BLE;3;225;24;272;conv;3;PSME;Live;7.1;6.9;17;0.004
BLE;3;225;24;272;conv;5;PSME;Live;29.9;14.5;31;0.070
BLE;3;225;24;272;conv;1;PSME;Live;19.2;10.6;NA;0.029
BLE;3;225;24;272;conv;2;PSME;Live;7.2;6.3;NA;0.004
BLE;3;225;24;272;conv;4;PSME;Live;4.3;3.8;NA;0.001
BLE;3;225;24;272;conv;6;PSME;Live;10.9;5.8;NA;0.009
BLE;3;225;24;272;conv;7;PSME;Live;7.6;5.2;NA;0.005
BLE;3;225;24;272;conv;8;PSME;Live;10.4;6.1;NA;0.008
BLE;3;225;24;272;conv;9;PSME;Live;4.6;4.5;NA;0.002
BLE;3;225;24;272;conv;10;PSME;Live;12;8.3;NA;0.011
BLE;3;225;24;272;conv;11;PSME;Live;9.2;6.9;NA;0.007
BLE;3;225;24;272;conv;12;PSME;Live;9.5;6.8;NA;0.007
BLE;3;225;24;272;conv;13;PSME;Live;7.8;7.8;NA;0.005
BLE;3;225;24;272;conv;14;PSME;Live;18.2;10.3;NA;0.026
BLE;3;225;24;272;conv;15;PSME;Live;21.5;12.6;NA;0.036
BLE;3;225;24;272;conv;16;PSME;Live;4.7;4.4;NA;0.002
BLE;3;225;24;272;conv;17;PSME;Live;11;7;NA;0.010
BLE;3;225;24;272;conv;18;PSME;Live;6.4;5.6;NA;0.003
BLE;3;275;22;291;conc;1;PSME;Live;1.6;2.2;9;0.000
BLE;3;275;22;291;conc;5;PSME;Live;5.9;5;12;0.003
BLE;3;275;22;291;conc;2;PSME;Live;2.2;3.2;NA;0.000
BLE;3;275;22;291;conc;3;PSME;Live;6;5.1;NA;0.003
BLE;3;275;22;291;conc;4;PSME;Live;2.3;3.2;NA;0.000
BLE;3;300;22;292;plan;4;PSME;Live;4;2.9;9;0.001
BLE;3;300;22;292;plan;3;PSME;Live;11.2;6.6;15;0.010
BLE;3;300;22;292;plan;1;PSME;Live;7.7;4.5;NA;0.005
BLE;3;300;22;292;plan;2;PSME;Live;8.2;5.1;NA;0.005
BLE;3;325;22;296;conv;1;PSME;Live;75.9;34;99;0.452
BLE;3;350;24;282;conv;7;PSME;Dead;29.3;2.6;NA;0.067
BLE;3;350;24;282;conv;6;PSME;Live;13.7;15.5;88;0.015
BLE;3;350;24;282;conv;1;PSME;Live;51.5;31.2;112;0.208
BLE;3;350;24;282;conv;2;PSME;Live;47.3;26.8;NA;0.176
BLE;3;350;24;282;conv;3;PSME;Live;46.9;26.3;NA;0.173
BLE;3;350;24;282;conv;4;PSME;Live;7.1;7.6;NA;0.004
BLE;3;350;24;282;conv;5;PSME;Live;25.5;18;NA;0.051
BLE;3;375;30;258;conc;2;PSME;Live;22.1;17.8;93;0.038
BLE;3;375;30;258;conc;1;PSME;Live;39.8;25.3;106;0.124
BLE;3;375;30;258;conc;3;PSME;Live;53;23.2;NA;NA
BLE;3;400;26;297;conc;2;PSME;Dead;55.7;14.2;NA;0.244
BLE;3;400;26;297;conc;1;PSME;Live;77.8;27.3;187;0.475
BLE;3;425;30;270;conv;7;PSME;Dead;5.3;3.1;NA;0.002
BLE;3;425;30;270;conv;14;PSME;Dead;12.8;11.7;NA;0.013
BLE;3;425;30;270;conv;4;PSME;Live;13.9;13;93;0.015
BLE;3;425;30;270;conv;1;PSME;Live;30.3;21.3;114;0.072
BLE;3;425;30;270;conv;2;PSME;Live;26.7;21.2;NA;0.056
BLE;3;425;30;270;conv;3;PSME;Live;14.5;12.8;NA;0.017
BLE;3;425;30;270;conv;5;PSME;Live;17.8;15.3;NA;0.025
BLE;3;425;30;270;conv;6;PSME;Live;30.6;21.8;NA;0.074
BLE;3;425;30;270;conv;8;PSME;Live;25.8;20.1;NA;0.052
BLE;3;425;30;270;conv;9;PSME;Live;19;13.4;NA;0.028
BLE;3;425;30;270;conv;10;PSME;Live;23.9;16;NA;0.045
BLE;3;425;30;270;conv;11;PSME;Live;19.7;12.1;NA;0.030
BLE;3;425;30;270;conv;12;PSME;Live;29;20.7;NA;0.066
BLE;3;425;30;270;conv;13;PSME;Live;18.1;12.5;NA;0.026
BLE;3;450;32;300;conc;2;PSME;Live;40.2;25.9;77;0.127
BLE;3;450;32;300;conc;1;PSME;Live;52.9;27;93;0.220
BLE;3;450;32;300;conc;3;PSME;Live;43.8;24.9;NA;0.151
BLE;3;475;34;272;conc;1;PSME;Live;49.9;26;106;0.196
BLE;3;500;36;292;conc;3;PSME;Dead;16.9;4;NA;0.022
BLE;3;500;36;292;conc;4;PSME;Live;33.7;15.8;110;0.089
BLE;3;500;36;292;conc;2;PSME;Live;49.2;27.2;117;0.190
BLE;3;500;36;292;conc;1;PSME;Live;87.3;33.7;NA;0.599
BLE;3;525;35;301;both*;4;PSME;Dead;2.6;2;NA;0.001
BLE;3;525;35;301;both*;15;PSME;Dead;25.9;5;NA;0.053
BLE;3;525;35;301;both*;16;PSME;Dead;26.8;14;NA;0.056
BLE;3;525;35;301;both*;1;PSME;Live;49.9;26.3;130;0.196
BLE;3;525;35;301;both*;2;PSME;Live;41.9;27.8;NA;0.138
BLE;3;525;35;301;both*;3;PSME;Live;20.5;13.4;NA;0.033
BLE;3;525;35;301;both*;5;PSME;Live;22.3;16.5;NA;0.039
BLE;3;525;35;301;both*;6;PSME;Live;37;23.2;NA;0.108
BLE;3;525;35;301;both*;7;PSME;Live;36.8;18.7;NA;0.106
BLE;3;525;35;301;both*;8;PSME;Live;12.5;7.8;NA;0.012
BLE;3;525;35;301;both*;9;PSME;Live;20.3;6.1;NA;0.032
BLE;3;525;35;301;both*;10;PSME;Live;8.2;12.3;NA;0.005
BLE;3;525;35;301;both*;11;PSME;Live;21.5;13.9;NA;0.036
BLE;3;525;35;301;both*;12;PSME;Live;21.6;14.2;NA;0.037
BLE;3;525;35;301;both*;13;PSME;Live;24.3;14.4;NA;0.046
BLE;3;525;35;301;both*;14;PSME;Live;44.7;24.3;NA;0.157
BLE;3;550;35;351;conc;2;PSME;Dead;7.3;8.1;NA;0.004
BLE;3;550;35;351;conc;11;PSME;Dead;8.9;7.8;NA;0.006
BLE;3;550;35;351;conc;22;PSME;Dead;6.1;5.2;NA;0.003
BLE;3;550;35;351;conc;5;PSME;Live;8.7;11.2;76;0.006
BLE;3;550;35;351;conc;1;PSME;Live;60;32.2;121;0.283
BLE;3;550;35;351;conc;3;PSME;Live;18;18.9;NA;0.025
BLE;3;550;35;351;conc;4;PSME;Live;13.4;16.3;NA;0.014
BLE;3;550;35;351;conc;6;PSME;Live;18.8;18.2;NA;0.028
BLE;3;550;35;351;conc;7;PSME;Live;36.4;23.1;NA;0.104
BLE;3;550;35;351;conc;8;PSME;Live;27.1;21.8;NA;0.058
BLE;3;550;35;351;conc;9;PSME;Live;40.7;22.5;NA;0.130
BLE;3;550;35;351;conc;10;PSME;Live;31.8;20.1;NA;0.079
BLE;3;550;35;351;conc;12;PSME;Live;24.5;17.6;NA;0.047
BLE;3;550;35;351;conc;13;PSME;Live;14.2;16.2;NA;0.016
BLE;3;550;35;351;conc;14;PSME;Live;44.8;28.5;NA;0.158
BLE;3;550;35;351;conc;15;PSME;Live;20.4;14.6;NA;0.033
BLE;3;550;35;351;conc;16;PSME;Live;42.1;28.5;NA;0.139
BLE;3;550;35;351;conc;17;PSME;Live;23.7;16.1;NA;0.044
BLE;3;550;35;351;conc;18;PSME;Live;19;13.3;NA;0.028
BLE;3;550;35;351;conc;19;PSME;Live;44.9;26.7;NA;0.158
BLE;3;550;35;351;conc;20;PSME;Live;21;17.3;NA;0.035
BLE;3;550;35;351;conc;21;PSME;Live;11.5;14.6;NA;0.010
BLE;3;550;35;351;conc;23;PSME;Live;28.6;18.9;NA;0.064
BLE;3;550;35;351;conc;24;PSME;Live;34.1;25.8;NA;0.091
BLW;4;25;16;274;conc;1;PIPO;Live;5.9;3.9;8;0.003
BLW;4;25;16;274;conc;2;PIPO;Live;5.7;4.3;8;0.003
BLW;4;275;21;14;conv;2;PIPO;Live;46.1;16;35;0.167
BLW;4;275;21;14;conv;1;PIPO;Live;3;2.5;3;0.001
BLW;4;300;11;68;plan;6;PIPO;Live;13.3;7.4;16;0.014
BLW;4;300;11;68;plan;3;PIPO;Live;26.2;12.9;19;0.054
BLW;4;300;11;68;plan;2;PIPO;Live;7.6;4.2;13;0.005
BLW;4;300;11;68;plan;1;PIPO;Live;3.7;2.8;5;0.001
BLW;4;300;11;68;plan;4;PIPO;Live;5.5;3.5;6;0.002
BLW;4;300;11;68;plan;5;PIPO;Live;5.7;3.5;6;0.003
BLW;4;325;18;90;conv;1;PIPO;Live;10.5;5.8;13;0.009
BLW;4;325;18;90;conv;2;PIPO;Live;29.1;11.9;21;0.067
BLW;4;350;16;105;conv;2;PIPO;Dead;1.9;2.3;NA;0.000
BLW;4;350;16;105;conv;1;PIPO;Live;4.9;4.2;23;0.002
BLW;4;375;6;358;plan;2;PIPO;Live;40.6;17.8;85;0.129
BLW;4;375;6;358;plan;1;PIPO;Live;50.3;24.9;93;0.199
BLW;4;400;6;22;conc;2;PIPO;Live;54.9;28;89;0.237
BLW;4;400;6;22;conc;1;PIPO;Live;42.5;17.5;91;0.142
BLW;4;425;4;63;conv;1;PSME;Live;66.7;27.7;81;0.349
BLW;4;425;4;63;conv;3;PSME;Live;37.3;26.1;105;0.109
BLW;4;425;4;63;conv;2;PIPO;Live;56.8;34;182;0.253
BLW;4;425;4;63;conv;4;PSME;Live;37.5;24.5;NA;0.110
BLW;4;425;4;63;conv;5;PSME;Live;53.4;33.5;NA;0.224
BLW;4;450;28;61;conv;10;PSME;Dead;27.4;24.1;NA;0.059
BLW;4;450;28;61;conv;12;PSME;Dead;8.4;9.5;NA;0.006
BLW;4;450;28;61;conv;13;PSME;Dead;7.8;9.7;NA;0.005
BLW;4;450;28;61;conv;14;PSME;Dead;4.8;6.7;NA;0.002
BLW;4;450;28;61;conv;15;PSME;Dead;7.3;7.9;NA;0.004
BLW;4;450;28;61;conv;17;PSME;Dead;11.3;7.3;NA;0.010
BLW;4;450;28;61;conv;19;PSME;Dead;8.4;8.2;NA;0.006
BLW;4;450;28;61;conv;11;PSME;Live;10.2;8.6;80;0.008
BLW;4;450;28;61;conv;2;PSME;Live;47.7;27.7;119;0.179
BLW;4;450;28;61;conv;1;PSME;Live;23.5;13.3;NA;0.043
BLW;4;450;28;61;conv;3;PSME;Live;17.6;13;NA;0.024
BLW;4;450;28;61;conv;4;PSME;Live;25.7;21.8;NA;0.052
BLW;4;450;28;61;conv;5;PSME;Live;18.5;18.3;NA;0.027
BLW;4;450;28;61;conv;6;PSME;Live;11.1;13.4;NA;0.010
BLW;4;450;28;61;conv;7;PSME;Live;20.9;14.7;NA;0.034
BLW;4;450;28;61;conv;8;PSME;Live;18.4;14.1;NA;0.027
BLW;4;450;28;61;conv;9;PSME;Live;15.8;15.7;NA;0.020
BLW;4;450;28;61;conv;16;PSME;Live;12.5;12.8;NA;0.012
BLW;4;450;28;61;conv;18;PSME;Live;44.8;24.3;NA;0.158
BLW;5;25;22;78;plan;1;PIPO;Live;3.5;2.5;7;0.001
BLW;5;75;10;90;conv;1;PIPO;Live;13.6;6.1;10;0.015
BLW;5;100;6;188;plan;3;PIPO;Live;14.7;6.1;14;0.017
BLW;5;100;6;188;plan;5;PIPO;Live;33.4;13.4;26;0.088
BLW;5;100;6;188;plan;6;PIPO;Live;2;2.4;1;0.000
BLW;5;100;6;188;plan;1;PIPO;Live;5.3;3.3;5;0.002
BLW;5;100;6;188;plan;2;PIPO;Live;4.1;2.6;5;0.001
BLW;5;100;6;188;plan;4;PIPO;Live;28.4;13.4;NA;0.063
BLW;5;100;6;188;plan;7;PIPO;Live;17.3;7.7;NA;0.024
BLW;5;125;7;129;conc;10;PIPO;Live;8;4.7;12;0.005
BLW;5;125;7;129;conc;9;PIPO;Live;25;9.8;17;0.049
BLW;5;125;7;129;conc;3;PIPO;Live;54;19.7;37;0.229
BLW;5;125;7;129;conc;8;PIPO;Live;1.4;2.1;2;0.000
BLW;5;125;7;129;conc;5;PIPO;Live;5.9;4;7;0.003
BLW;5;125;7;129;conc;2;PIPO;Live;4.3;2.9;8;0.001
BLW;5;125;7;129;conc;7;PIPO;Live;4;4.5;9;0.001
BLW;5;125;7;129;conc;1;PIPO;Live;20.6;8.5;NA;0.033
BLW;5;125;7;129;conc;4;PIPO;Live;13.3;6.1;NA;0.014
BLW;5;125;7;129;conc;6;PIPO;Live;11.7;6.7;NA;0.011
BLW;5;150;15;116;conv;1;PIPO;Live;1.7;1.9;8;0.000
BLW;5;150;15;116;conv;2;PIPO;Live;5.2;3;9;0.002
BLW;5;150;15;116;conv;3;PIPO;Live;30.6;13.8;NA;0.074
BLW;5;150;15;116;conv;4;PIPO;Live;25.8;14;NA;0.052
