Area;Transect;Plot_Dist;Slope;Aspect;Profile;TreeNum;Species;Status;DBH;Height;Age;Basal Area_m2
SC;11;75;8;84;conc;9;PSME;Live;7.6;10.4;NA;0.005
SC;11;75;8;84;conc;12;PSME;Live;55.6;34.2;NA;0.243
SC;11;100;7;103;plan;3;PIPO;Dead;6.1;2.9;NA;0.003
SC;11;100;7;103;plan;2;PSME;Live;5.5;4.8;61;0.002
SC;11;100;7;103;plan;4;PSME;Live;48.8;32.8;94;0.187
SC;11;100;7;103;plan;7;PIPO;Live;48.9;30.2;95;0.188
SC;11;100;7;103;plan;6;PIPO;Live;42;33.8;98;0.139
SC;11;100;7;103;plan;1;PSME;Live;37.1;31.2;NA;0.108
SC;11;100;7;103;plan;5;PSME;Live;48;33.7;NA;0.181
SC;11;100;7;103;plan;8;PSME;Live;15.1;16.9;NA;0.018
SC;11;125;7;89;plan;4;PSME;Live;9.4;10.7;82;0.007
SC;11;125;7;89;plan;1;PSME;Live;33.4;25.5;91;0.088
SC;11;125;7;89;plan;2;PSME;Live;20.2;20.8;NA;0.032
SC;11;125;7;89;plan;3;PSME;Live;33.2;26;NA;0.087
SC;11;125;7;89;plan;5;PSME;Live;15.4;12.9;NA;0.019
SC;11;125;7;89;plan;6;PSME;Live;32.2;22.2;NA;0.081
SC;11;125;7;89;plan;7;PSME;Live;26.8;21.1;NA;0.056
SC;11;125;7;89;plan;8;PSME;Live;28.7;22.9;NA;0.065
SC;11;150;9;89;conc;1;PSME;Dead;8.2;10.7;NA;0.005
SC;11;150;9;89;conc;3;PSME;Dead;4.5;8.2;NA;0.002
SC;11;150;9;89;conc;17;PSME;Dead;4.2;6.4;NA;0.001
SC;11;150;9;89;conc;18;PSME;Dead;7.5;9.6;NA;0.004
SC;11;150;9;89;conc;22;PSME;Dead;5.2;10.1;NA;0.002
SC;11;150;9;89;conc;23;PSME;Dead;7.6;10.5;NA;0.005
SC;11;150;9;89;conc;24;PSME;Dead;7.3;9.7;NA;0.004
SC;11;150;9;89;conc;28;PSME;Dead;8.5;10.7;NA;0.006
SC;11;150;9;89;conc;29;PSME;Dead;2.9;4.6;NA;0.001
SC;11;150;9;89;conc;37;PSME;Dead;4;5.6;NA;0.001
SC;11;150;9;89;conc;45;PIPO;Dead;55.8;6.5;NA;0.245
SC;11;150;9;89;conc;47;PSME;Dead;14.6;3.5;NA;0.017
SC;11;150;9;89;conc;27;PSME;Live;5.7;9.2;42;0.003
SC;11;150;9;89;conc;2;PSME;Live;29.7;24.8;96;0.069
SC;11;150;9;89;conc;4;PSME;Live;17.8;18.8;NA;0.025
SC;11;150;9;89;conc;5;PSME;Live;16.3;15.7;NA;0.021
SC;11;150;9;89;conc;6;PSME;Live;14.5;16;NA;0.017
SC;11;150;9;89;conc;7;PSME;Live;17.2;17.1;NA;0.023
SC;11;150;9;89;conc;8;PSME;Live;9.1;11.1;NA;0.007
SC;11;150;9;89;conc;9;PSME;Live;16.8;18;NA;0.022
SC;11;150;9;89;conc;10;PSME;Live;18.7;20;NA;0.027
SC;11;150;9;89;conc;11;PSME;Live;23.6;21.2;NA;0.044
SC;11;150;9;89;conc;12;PSME;Live;4;4.5;NA;0.001
SC;11;150;9;89;conc;13;PSME;Live;8.1;14.2;NA;0.005
SC;11;150;9;89;conc;14;PSME;Live;15.7;19.7;NA;0.019
SC;11;150;9;89;conc;15;PSME;Live;29.6;24.5;NA;0.069
SC;11;150;9;89;conc;16;PSME;Live;7.6;14;NA;0.005
SC;11;150;9;89;conc;19;PSME;Live;19.9;22.5;NA;0.031
SC;11;150;9;89;conc;20;PSME;Live;16.4;19.1;NA;0.021
SC;11;150;9;89;conc;21;PSME;Live;8.3;14.9;NA;0.005
SC;11;150;9;89;conc;25;PSME;Live;9.4;10.1;NA;0.007
SC;11;150;9;89;conc;26;PSME;Live;17.4;18.1;NA;0.024
SC;11;150;9;89;conc;30;PSME;Live;23.7;22.7;NA;0.044
SC;11;150;9;89;conc;31;PSME;Live;9.7;17.5;NA;0.007
SC;11;150;9;89;conc;32;PSME;Live;16.2;20.5;NA;0.021
SC;11;150;9;89;conc;33;PSME;Live;21.3;21.8;NA;0.036
SC;11;150;9;89;conc;34;PSME;Live;5.4;5.4;NA;0.002
SC;11;150;9;89;conc;35;PSME;Live;6.6;11;NA;0.003
SC;11;150;9;89;conc;36;PSME;Live;23.5;22.1;NA;0.043
SC;11;150;9;89;conc;38;PSME;Live;6.2;9.5;NA;0.003
SC;11;150;9;89;conc;39;PSME;Live;8.5;14.1;NA;0.006
SC;11;150;9;89;conc;40;PSME;Live;11.8;12.6;NA;0.011
SC;11;150;9;89;conc;41;PSME;Live;21.4;22.7;NA;0.036
SC;11;150;9;89;conc;42;PSME;Live;23.5;21.9;NA;0.043
SC;11;150;9;89;conc;43;PSME;Live;20;18.8;NA;0.031
SC;11;150;9;89;conc;44;PSME;Live;7.2;9.8;NA;0.004
SC;11;150;9;89;conc;46;PSME;Live;12.6;19.8;NA;0.012
SC;11;150;9;89;conc;48;PSME;Live;4.5;5.9;NA;0.002
SC;11;150;9;89;conc;49;PSME;Live;16.4;15.7;NA;0.021
SC;11;150;9;89;conc;50;PSME;Live;17.9;19.5;NA;0.025
SC;11;150;9;89;conc;51;PSME;Live;22.5;22.5;NA;0.040
SC;11;175;8;114;both*;10;PSME;Dead;8.3;9.4;NA;0.005
SC;11;175;8;114;both*;11;PSME;Dead;19.5;4.3;NA;0.030
SC;11;175;8;114;both*;2;PSME;Live;5.8;7.8;84;0.003
SC;11;175;8;114;both*;7;PSME;Live;58.6;29.7;188;0.270
SC;11;175;8;114;both*;1;PSME;Live;27.8;22.2;NA;0.061
SC;11;175;8;114;both*;3;PSME;Live;4.6;7.6;NA;0.002
SC;11;175;8;114;both*;4;PSME;Live;9;8.9;NA;0.006
SC;11;175;8;114;both*;5;PSME;Live;5.9;6;NA;0.003
SC;11;175;8;114;both*;6;PSME;Live;30.9;17.3;NA;0.075
SC;11;175;8;114;both*;8;PIPO;Live;38.2;26.8;NA;0.115
SC;11;175;8;114;both*;9;PSME;Live;6.9;8.8;NA;0.004
SC;11;175;8;114;both*;12;PSME;Live;8.1;9.6;NA;0.005
SC;11;175;8;114;both*;13;PSME;Live;13.5;14.4;NA;0.014
SC;11;175;8;114;both*;14;PSME;Live;24.2;22.4;NA;0.046
SC;11;200;8;118;conc;9;PSME;Live;8.1;6.3;65;0.005
SC;11;200;8;118;conc;10;PSME;Live;54.9;30;180;0.237
SC;11;200;8;118;conc;12;PIPO;Live;57;24.1;186;0.255
SC;11;200;8;118;conc;1;PSME;Live;32.4;19;NA;0.082
SC;11;200;8;118;conc;2;PSME;Live;20.7;20.2;NA;0.034
SC;11;200;8;118;conc;3;PSME;Live;25.1;22.9;NA;0.049
SC;11;200;8;118;conc;4;PSME;Live;26.3;18.6;NA;0.054
SC;11;200;8;118;conc;5;PSME;Live;18.3;19.7;NA;0.026
SC;11;200;8;118;conc;6;PSME;Live;11.8;16.9;NA;0.011
SC;11;200;8;118;conc;7;PSME;Live;12.6;12.6;NA;0.012
SC;11;200;8;118;conc;8;PSME;Live;3.5;4.1;NA;0.001
SC;11;200;8;118;conc;11;PSME;Live;56.4;7.1;NA;0.250
SC;11;225;12;114;conc;5;PSME;Live;6.1;5.6;57;0.003
SC;11;225;12;114;conc;3;PSME;Live;39.4;23.6;78;0.122
SC;11;225;12;114;conc;1;PSME;Live;12.9;11.4;NA;0.013
SC;11;225;12;114;conc;2;PSME;Live;10.6;8.5;NA;0.009
SC;11;225;12;114;conc;4;PSME;Live;21.1;17.4;NA;0.035
SC;11;225;12;114;conc;6;PSME;Live;13.1;11.3;NA;0.013
SC;11;250;10;124;conc;7;PSME;Dead;3.2;3.2;NA;0.001
SC;11;250;10;124;conc;9;PSME;Dead;3.4;4.5;NA;0.001
SC;11;250;10;124;conc;28;PSME;Dead;5.1;6.6;NA;0.002
SC;11;250;10;124;conc;3;PSME;Live;8.3;10.1;59;0.005
SC;11;250;10;124;conc;1;PIPO;Live;17.5;19.3;76;0.024
SC;11;250;10;124;conc;8;PSME;Live;35.7;22.4;97;0.100
SC;11;250;10;124;conc;2;PSME;Live;23;21.9;NA;0.042
SC;11;250;10;124;conc;4;PSME;Live;13.3;16.8;NA;0.014
SC;11;250;10;124;conc;5;PSME;Live;21.1;21;NA;0.035
SC;11;250;10;124;conc;6;PSME;Live;25.2;21.3;NA;0.050
SC;11;250;10;124;conc;10;PSME;Live;4.8;6.4;NA;0.002
SC;11;250;10;124;conc;11;PSME;Live;17.5;15.8;NA;0.024
SC;11;250;10;124;conc;12;PSME;Live;17.1;20.2;NA;0.023
SC;11;250;10;124;conc;13;PSME;Live;9.9;15;NA;0.008
SC;11;250;10;124;conc;14;PSME;Live;4.8;7.8;NA;0.002
SC;11;250;10;124;conc;15;PSME;Live;14.8;21.5;NA;0.017
SC;11;250;10;124;conc;16;PSME;Live;16.1;19.6;NA;0.020
SC;11;250;10;124;conc;17;PSME;Live;10;15.5;NA;0.008
SC;11;250;10;124;conc;18;PSME;Live;26.9;22.6;NA;0.057
SC;11;250;10;124;conc;19;PSME;Live;3.9;4.8;NA;0.001
SC;11;250;10;124;conc;20;PSME;Live;4.3;4.3;NA;0.001
SC;11;250;10;124;conc;21;PSME;Live;33.3;23.6;NA;0.087
SC;11;250;10;124;conc;22;PSME;Live;4.4;3.9;NA;0.002
SC;11;250;10;124;conc;23;PSME;Live;13.5;13.2;NA;0.014
SC;11;250;10;124;conc;24;PSME;Live;23.1;22.1;NA;0.042
SC;11;250;10;124;conc;25;PSME;Live;18.8;20;NA;0.028
SC;11;250;10;124;conc;26;PSME;Live;24.3;22;NA;0.046
SC;11;250;10;124;conc;27;PSME;Live;15.7;18.4;NA;0.019
SC;11;250;10;124;conc;29;PSME;Live;24.3;20.4;NA;0.046
SC;11;250;10;124;conc;30;PSME;Live;23.2;20.3;NA;0.042
SC;11;250;10;124;conc;31;PSME;Live;24.7;21.3;NA;0.048
SC;11;250;10;124;conc;32;PSME;Live;22.1;14;NA;0.038
U2;12;0;5;270;conc;1;PIPO;Live;53.1;27.4;79;0.221
U2;12;0;5;270;conc;2;PIPO;Stump;54;NA;69;NA
U2;12;50;2;286;conv;2;PIPO;Live;34.9;21.5;71;0.096
U2;12;50;2;286;conv;1;PIPO;Live;60.5;32.3;95;0.287
U2;12;75;17;272;conc;4;PIPO;Live;13.2;6.8;60;0.014
U2;12;75;17;272;conc;3;PIPO;Live;63.5;31.3;100;0.317
U2;12;75;17;272;conc;2;PIPO;Stump;31;NA;73;NA
U2;12;75;17;272;conc;1;PIPO;Stump;43;NA;85;NA
U2;12;100;3;348;conc;2;PIPO;Live;9.2;9.1;63;0.007
U2;12;100;3;348;conc;1;PIPO;Live;70.3;34.5;157;0.388
U2;12;100;3;348;conc;3;PIPO;Live;10.5;13.4;NA;0.009
U2;12;100;3;348;conc;4;PIPO;Live;10.8;10.1;NA;0.009
U2;12;100;3;348;conc;5;PIPO;Live;8.5;10.1;NA;0.006
U2;12;100;3;348;conc;6;PIPO;Live;20.3;20.1;NA;0.032
U2;12;100;3;348;conc;7;PIPO;Live;24.1;19.4;NA;0.046
U2;12;100;3;348;conc;8;PIPO;Live;12.9;14.4;NA;0.013
U2;12;100;3;348;conc;9;PIPO;Live;9.2;12.5;NA;0.007
U2;12;100;3;348;conc;10;PIPO;Live;12.9;16.5;NA;0.013
U2;12;100;3;348;conc;11;PIPO;Live;10.3;12.4;NA;0.008
U2;12;100;3;348;conc;12;PIPO;Live;28.8;20.6;NA;0.065
U2;12;100;3;348;conc;13;PIPO;Live;19.5;17.2;NA;0.030
U2;12;100;3;348;conc;14;PIPO;Live;13.4;12;NA;0.014
U2;12;100;3;348;conc;15;PIPO;Live;16.5;14.7;NA;0.021
U2;12;100;3;348;conc;16;PIPO;Live;7.9;7.7;NA;0.005
U2;12;100;3;348;conc;17;PIPO;Live;15.6;14.5;NA;0.019
U2;12;100;3;348;conc;18;PIPO;Live;9.1;7.3;NA;0.007
U2;12;125;36;264;conc;1;PSME;Live;1.3;2.4;23;0.000
U2;12;125;36;264;conc;3;PIPO;Live;13.8;15.6;81;0.015
U2;12;125;36;264;conc;2;PIPO;Live;36.8;21.1;82;0.106
U2;12;150;32;281;conc;4;PIPO;Live;21.2;14.2;75;0.035
U2;12;150;32;281;conc;3;PIPO;Live;30.4;16.2;76;0.073
U2;12;150;32;281;conc;1;PSME;Live;37.8;17.2;122;0.112
U2;12;150;32;281;conc;2;PSME;Live;4.9;3.5;23;0.002
U2;12;175;36;262;conv;3;PIPO;Live;21.7;12.9;90;0.037
U2;12;175;36;262;conv;2;PIPO;Live;21.9;12.6;96;0.038
U2;12;175;36;262;conv;1;PSME;Live;35.8;19;99;0.101
U2;12;250;2;169;conc;3;PIPO;Live;50.4;24.7;96;0.200
U2;12;250;2;169;conc;9;PIPO;Live;19.9;18.2;96;0.031
U2;12;250;2;169;conc;4;PIPO;Live;45.9;21.5;NA;0.165
U2;12;250;2;169;conc;5;PIPO;Live;26.2;19.3;NA;0.054
U2;12;250;2;169;conc;6;PIPO;Live;24.3;16.8;NA;0.046
U2;12;250;2;169;conc;7;PIPO;Live;22.3;16.7;NA;0.039
U2;12;250;2;169;conc;10;PIPO;Live;26.5;19.6;NA;0.055
U2;12;250;2;169;conc;1;PSME;Stump;44;NA;83;NA
U2;12;250;2;169;conc;2;PSME;Stump;45;NA;83;NA
U2;12;250;2;169;conc;8;PIPO;Stump;34;NA;89;NA
U2;13;25;7;280;plan;1;PIPO;Live;1.4;1.7;6;0.000
U2;13;25;7;280;plan;2;PIPO;Live;1.4;1.7;6;0.000
U2;13;50;6;274;plan;5;PIPO;Live;31.1;22.9;87;0.076
U2;13;50;6;274;plan;6;PIPO;Live;47.1;24.2;95;0.174
U2;13;50;6;274;plan;7;PIPO;Live;34;23.8;NA;0.091
U2;13;50;6;274;plan;8;PIPO;Live;35.5;21.3;NA;0.099
U2;13;50;6;274;plan;9;PIPO;Live;44.3;26.6;NA;0.154
U2;13;50;6;274;plan;1;PIPO;Stump;20.3;NA;44;NA
U2;13;50;6;274;plan;4;PIPO;Stump;18.1;NA;61;NA
U2;13;50;6;274;plan;2;PIPO;Stump;28;NA;64;NA
U2;13;50;6;274;plan;3;PIPO;Stump;24.9;NA;77;NA
U2;13;75;7;309;conc;3;PIPO;Dead;20.8;16.8;NA;0.034
U2;13;75;7;309;conc;4;PIPO;Dead;64.4;27.4;NA;0.326
U2;13;75;7;309;conc;6;PIPO;Live;28.5;21.8;92;0.064
U2;13;75;7;309;conc;5;PIPO;Live;59.3;28.3;220;0.276
U2;13;75;7;309;conc;1;PIPO;Stump;10.9;NA;58;0.009
U2;13;75;7;309;conc;2;PIPO;Stump;7.7;NA;61;0.005
U2;13;100;35;256;plan;12;PIPO;Live;15;14.1;68;0.018
U2;13;100;35;256;plan;15;PSME;Live;16.9;10;68;0.022
U2;13;100;35;256;plan;14;PIPO;Live;27.5;19.7;85;0.059
U2;13;100;35;256;plan;10;PSME;Live;22.4;13.5;90;0.039
U2;13;100;35;256;plan;11;PSME;Live;18.6;12.1;NA;0.027
U2;13;100;35;256;plan;13;PSME;Live;25.9;14.9;NA;0.053
U2;13;100;35;256;plan;4;PSME;Stump;13.9;NA;70;NA
U2;13;100;35;256;plan;7;PIPO;Stump;9.9;NA;71;NA
U2;13;100;35;256;plan;3;PSME;Stump;41.9;NA;80;NA
U2;13;100;35;256;plan;8;PSME;Stump;43.2;NA;80;NA
U2;13;100;35;256;plan;6;PIPO;Stump;12.3;NA;82;NA
U2;13;100;35;256;plan;5;PSME;Stump;38.9;NA;83;NA
U2;13;100;35;256;plan;1;PSME;Stump;38.4;NA;87;NA
U2;13;100;35;256;plan;2;PSME;Stump;37.5;NA;88;NA
U2;13;100;35;256;plan;9;PIPO;Stump;16;NA;NA;NA
U2;14;0;10;287;plan;2;PIPO;Live;6.5;3.9;17;0.003
U2;14;0;10;287;plan;1;PIPO;Live;5.1;2.6;18;0.002
U2;14;25;14;268;conc;5;PIPO;Live;34.4;20.2;82;0.093
U2;14;25;14;268;conc;4;PIPO;Live;66.3;28.7;100;0.345
U2;14;25;14;268;conc;3;PIPO;Live;50.3;24.4;NA;0.199
U2;14;25;14;268;conc;2;PIPO;Stump;23.6;NA;87;NA
U2;14;25;14;268;conc;1;PIPO;Stump;16.6;NA;88;NA
U2;14;50;2;97;conv;1;PIPO;Stump;22.8;NA;NA;NA
U2;14;75;1;334;conc;1;PSME;Dead;4.4;3.1;NA;0.002
U2;14;75;1;334;conc;2;PSME;Dead;7.7;5.2;NA;0.005
U2;14;75;1;334;conc;4;PSME;Live;9.5;6.8;22;0.007
U2;14;75;1;334;conc;3;PSME;Live;8;6.3;NA;0.005
U2;15;0;12;105;plan;2;PIPO;Live;48.9;21.4;103;0.188
U2;15;0;12;105;plan;1;PIPO;Live;91.4;34.7;216;0.656
U2;15;0;12;105;plan;3;PIPO;Live;63.9;31.7;NA;0.321
U2;15;25;4;101;plan;2;PIPO;Live;6.1;3.5;14;0.003
U2;15;25;4;101;plan;1;PIPO;Live;6.5;3.8;16;0.003
U2;15;50;4;268;plan;1;PIPO;Dead;5;3.4;NA;0.002
U2;15;50;4;268;plan;2;PIPO;Live;9;4.6;17;0.006
U2;15;50;4;268;plan;3;PIPO;Live;8.8;4;18;0.006
U2;15;100;4;226;conc;3;PIPO;Live;51.3;33.4;92;0.207
U2;15;100;4;226;conc;4;PIPO;Live;90.8;26.3;247;0.648
U2;15;100;4;226;conc;1;PIPO;Stump;47.6;NA;79;NA
U2;15;100;4;226;conc;2;PIPO;Stump;48.3;NA;83;NA
U2;15;125;8;217;plan;1;PIPO;Live;1.3;1.7;9;0.000
U2;15;150;4;201;conc;3;PIPO;Live;29.3;25.6;91;0.067
U2;15;150;4;201;conc;7;PIPO;Live;54.6;29.2;100;0.234
U2;15;150;4;201;conc;4;PIPO;Live;52.6;35.4;NA;0.217
U2;15;150;4;201;conc;5;PIPO;Live;38.8;23.8;NA;0.118
U2;15;150;4;201;conc;6;PIPO;Live;30.9;12.9;NA;0.075
U2;15;150;4;201;conc;8;PIPO;Live;40.4;26.8;NA;0.128
U2;15;150;4;201;conc;2;PIPO;Stump;41;NA;76;NA
U2;15;150;4;201;conc;1;PIPO;Stump;49.5;NA;91;0.192
U2;15;175;25;287;plan;1;PIPO;Live;31.9;23.3;92;0.080
U2;15;175;25;287;plan;2;PIPO;Live;29.5;23.4;95;0.068
U2;15;175;25;287;plan;3;PSME;Stump;50.7;NA;87;NA
U2;15;175;25;287;plan;4;PSME;Stump;38.9;NA;NA;NA
U2;15;175;25;287;plan;5;PSME;Stump;48.1;NA;92;NA
U2;15;200;25;303;plan;6;PIPO;Dead;13.6;1.6;NA;0.015
U2;15;200;25;303;plan;8;PIPO;Live;27.8;20.7;84;0.061
U2;15;200;25;303;plan;15;PSME;Live;28.1;26.8;90;0.062
U2;15;200;25;303;plan;16;PSME;Live;12.4;9.4;90;0.012
U2;15;200;25;303;plan;7;PIPO;Live;19;19.1;93;0.028
U2;15;200;25;303;plan;9;PIPO;Live;22.9;16.8;NA;0.041
U2;15;200;25;303;plan;10;PIPO;Live;8.6;13.1;NA;0.006
U2;15;200;25;303;plan;11;PSME;Live;19.2;16.6;NA;0.029
U2;15;200;25;303;plan;12;PSME;Live;13.2;10.9;NA;0.014
U2;15;200;25;303;plan;13;PSME;Live;8.2;8.2;NA;0.005
U2;15;200;25;303;plan;14;PSME;Live;6.6;6;NA;0.003
U2;15;200;25;303;plan;17;PSME;Live;25.7;21.1;NA;0.052
U2;15;200;25;303;plan;1;PSME;Stump;39.9;NA;80;NA
U2;15;200;25;303;plan;4;PSME;Stump;28.6;NA;82;NA
U2;15;200;25;303;plan;3;PSME;Stump;27.2;NA;86;NA
U2;15;200;25;303;plan;2;PSME;Stump;41.3;NA;88;NA
U2;15;200;25;303;plan;5;PSME;Stump;47.8;NA;NA;NA
U2;15;225;32;290;plan;2;PSME;Live;71.3;34.4;228;0.399
U2;15;225;32;290;plan;1;PSME;Stump;46.5;NA;90;NA
U2;15;250;19;290;conv;3;PIPO;Dead;7.4;7.8;NA;0.004
U2;15;250;19;290;conv;4;PIPO;Live;26.4;18.6;79;0.055
U2;15;250;19;290;conv;5;PSME;Live;15.3;15.5;87;0.018
U2;15;250;19;290;conv;6;PIPO;Live;18.8;16.9;100;0.028
U2;15;250;19;290;conv;1;PIPO;Live;21.9;11.8;NA;0.038
U2;15;250;19;290;conv;2;PSME;Stump;38.0;NA;65;NA
U2;15;275;29;288;conc;11;PSME;Dead;5.4;6.2;NA;0.002
U2;15;275;29;288;conc;14;PSME;Dead;8.7;10.7;NA;0.006
U2;15;275;29;288;conc;13;PSME;Live;13;13.8;54;0.013
U2;15;275;29;288;conc;10;PSME;Live;38;22.5;98;0.113
U2;15;275;29;288;conc;8;PIPO;Live;61.5;24.2;214;0.297
U2;15;275;29;288;conc;5;PSME;Live;26.7;16.3;NA;0.056
U2;15;275;29;288;conc;6;PIPO;Live;48.3;20.8;NA;0.183
U2;15;275;29;288;conc;7;PSME;Live;18.9;14.6;NA;0.028
U2;15;275;29;288;conc;9;PSME;Live;17.4;14.7;NA;0.024
U2;15;275;29;288;conc;12;PSME;Live;15.1;13.4;NA;0.018
U2;15;275;29;288;conc;15;PSME;Live;18.4;16.9;NA;0.027
U2;15;275;29;288;conc;16;PSME;Live;13.2;14.2;NA;0.014
U2;15;275;29;288;conc;17;PSME;Live;25;18.1;NA;0.049
U2;15;275;29;288;conc;2;PSME;Stump;43.2;NA;73;NA
U2;15;275;29;288;conc;4;PIPO;Stump;44.8;26.8;127;0.158
U2;15;275;29;288;conc;1;PSME;Stump;32.1;NA;NA;NA
U2;15;275;29;288;conc;3;PSME;Stump;16.8;12.1;NA;0.022
U2;15;300;14;308;conv;1;PIPO;Live;31.6;20.5;75;0.078
U2;15;300;14;308;conv;4;PSME;Live;46.2;25.1;80;0.168
U2;15;300;14;308;conv;2;PIPO;Live;13.7;8.4;83;0.015
U2;15;300;14;308;conv;5;PSME;Live;28.3;15.2;103;0.063
U2;15;300;14;308;conv;3;PIPO;Live;27.4;14.6;NA;0.059
U2;15;325;9;35;both*;4;PIPO;Live;23.7;12.9;91;0.044
U2;15;325;9;35;both*;3;PSME;Live;58.2;27.4;103;0.266
U2;15;325;9;35;both*;5;PIPO;Live;42.4;20.4;119;0.141
U2;15;325;9;35;both*;1;PSME;Stump;43.2;NA;87;NA
U2;15;325;9;35;both*;2;PSME;Stump;42.5;NA;95;NA
U2;15;350;7;299;plan;1;PIPO;Live;47.8;24.1;75;0.179
U2;15;375;17;87;conv;1;PSME;Live;1.7;2.4;24;0.000
U2;15;375;17;87;conv;3;PIPO;Live;38.1;25.5;92;0.114
U2;15;375;17;87;conv;2;PIPO;Live;39.9;20.3;97;0.125
U2;15;400;18;105;conc;3;PIPO;Live;44.9;30.9;105;0.158
U2;15;400;18;105;conc;5;PIPO;Live;46.4;29.8;108;0.169
U2;15;400;18;105;conc;2;PIPO;Stump;33.0;NA;67;NA
U2;15;400;18;105;conc;1;PIPO;Stump;37.4;NA;92;NA
U2;15;400;18;105;conc;4;PIPO;Stump;24.9;NA;90;0.049
U2;15;425;0;0;plan;1;PSME;Live;2.8;2.6;13;0.001
U2;15;425;0;0;plan;6;PIPO;Live;16.8;16.1;79;0.022
U2;15;425;0;0;plan;7;PIPO;Live;47.4;29.4;98;0.176
U2;15;425;0;0;plan;4;PIPO;Live;46.8;30.7;NA;0.172
U2;15;425;0;0;plan;5;PIPO;Live;23.9;21.2;NA;0.045
U2;15;425;0;0;plan;2;PIPO;Stump;37.9;NA;86;NA
U2;15;425;0;0;plan;3;PIPO;Stump;35.1;NA;65;NA
U2;15;450;4;269;conc;3;PIPO;Live;25.5;11.2;88;0.051
U2;15;450;4;269;conc;4;PIPO;Live;67.4;35;121;0.357
U2;15;450;4;269;conc;2;PIPO;Stump;56.6;NA;88;NA
U2;15;450;4;269;conc;1;PIPO;Stump;51.6;NA;100;NA
U2;15;475;4;267;conc;1;PIPO;Live;63.2;26.5;85;0.314
U2;15;500;5;251;conc;3;PIPO;Dead;2.5;2.3;NA;0.000
U2;15;500;5;251;conc;4;PIPO;Dead;3.7;2.8;NA;0.001
U2;15;500;5;251;conc;7;PSME;Live;12;6.9;15;0.011
U2;15;500;5;251;conc;6;PIPO;Live;17.8;9;23;0.025
U2;15;500;5;251;conc;1;PIPO;Live;7.5;4.3;12;0.004
U2;15;500;5;251;conc;5;PIPO;Live;3.5;3.4;12;0.001
U2;15;500;5;251;conc;8;PIPO;Live;2.8;2.7;5;0.001
U2;15;500;5;251;conc;2;PIPO;Live;4.7;2.7;8;0.002
U2;15;575;22;252;conc;3;PIPO;Live;45.7;22;70;0.164
U2;15;575;22;252;conc;2;PSME;Stump;51.4;NA;71;NA
U2;15;575;22;252;conc;1;PSME;Stump;54.8;NA;77;NA
U2;15;600;21;319;conv;1;PSME;Live;40.2;25.6;87;0.127
U2;15;625;18;91;conc;1;PSME;Live;95.4;31.4;72;0.715
U2;15;700;19;257;conv;1;PIPO;Live;62.8;23.4;87;0.310
U2;15;725;14;254;conc;1;PSME;Live;1.8;2.3;9;0.000
U2;15;750;22;266;plan;3;PSME;Live;29.4;20.7;80;0.068
U2;15;750;22;266;plan;1;PSME;Live;49.2;23.4;86;0.190
U2;15;750;22;266;plan;2;PSME;Live;43.3;26.1;NA;0.147
U2;15;750;22;266;plan;4;PSME;Stump;49.2;NA;66;NA
